,Tour Leg,Night #,City,Day,Date,Show,Special Guest,Announcement,Mishap?,Notes,Lover Bodysuit,The Man Jacket,Mic1,Lover Guitar,Mic2,Fearless Dress,Guitar,Mic3,Red Shirt,Mic4,Romper,WANEGBT Chant (Kam),ATW Robe,Guitar,Mic5,Speak Now Gown,Koi Fish Guitar,Mic6,Rep Jumpsuit,Mic7,folklore Dress,evermore Dress,Standing Ovation,Cloak,Mic8,Old 1989 Set,New 1989 Top,New 1989 Skirt,L Boot,R Boot,Match?,Mic9,TTPD Dress,Gloves,Choker,Mic10,Smallest Man,Broken Heart Set,Broken Heart Jacket,Mic11,Fur,Midnights Shirt,Midnights Bodysuit,Karma Jacket,Mic12,Surprise Song Dress,Speech?,Mic13,Guitar Surprise Song Album 1,Song 1,Guitar Surprise Song Album 2,Song 2,Guitar Surprise Song Album 3,Song 3,Speech?,Mic14,Piano Surprise Song Album 1,P Song 1,Piano Surprise Song Album 2,P Song 2,Piano Surprise Song Album 3,P Song 3
112,Europe Leg,1,Zürich,Tuesday,7/9/2024,113,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,BLAS MER ID SCHUEH!!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Berry,,1:10,Eggplant,Wood Grain,,Blue,Green,Green,Blue,"Skirt-Left, Top-Right",Green Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,Black,Graphite-Black Trim,Silver,Purple Fur,Pink,Chevron,Magenta,Navy Sparkles,Orange,Yes,Maroon,evermore,right where you left me,1989,All You Had to Do Was Stay,,,Yes,Gold,Speak Now,Last Kiss,Red,Sad Beautiful Tragic,,
113,Europe Leg,2,Zürich,Wednesday,7/10/2024,114,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,VERREIS!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Blue,,1:33,Eggplant,Wood Grain,,Purple,Yellow,Yellow,Purple,"Skirt-Left, Top-Right",Yellow Ombre,I Love You,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Purple Fur,Iridescent,Chevron,Blue,Navy Sparkles,Pink,Yes,Maroon,evermore,closure,Debut,A Perfectly Good Heart,,,Yes,Gold,TTPD,Robin,Speak Now,Never Grow Up,,
114,Europe Leg,1,Milan,Saturday,7/13/2024,115,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,COL CAZZO!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Berry,,2:19,Eggplant,Wood Grain,,Blue,Blue,Blue,Blue,Matching Set,Blue Ombre,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Purple Fur,Silver,Chevron,Magenta,Navy Sparkles,Orange,Yes,Maroon,folklore,the 1,1989,Wonderland,,,No,Gold,Red,Red,Red,The Moment I Knew,,
115,Europe Leg,2,Milan,Sunday,7/14/2024,116,No,No,N/A,"Surprise Piano Broke, Taylor Fixed Briefly",Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,MANCO MORTA!,Red Black Ombre,Black,Black Sparkles,Purple Waves,,Purple Sparkles,Red & Black,Snake,Green,,2:09,Eggplant,Wood Grain,,Pink,Pink,Pink,Pink,Matching Set,Pink & Orange,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Orchid,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,Fearless,Mr. Perfectly Fine,Red,Red,,,Yes,Gold,reputation,Getaway Car,1989,Out of the Woods,,
116,Europe Leg,1,Gelsenkirchen,Wednesday,7/17/2024,117,No,No,N/A,,All Pink,Hot Pink,Pink & Orange,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,KANNSTE KNICKEN!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Cream,,2:29,Eggplant,Wood Grain,,Yellow,Yellow,Yellow,Yellow,Matching Set,Yellow Ombre,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Iridescent,Cutout,Multicolor,Navy Sparkles,Orange,Yes,Maroon,Fearless,Superstar,folklore,invisible string,,,No,Gold,1989,"""Slut!""",Lover,False God,,
117,Europe Leg,2,Gelsenkirchen,Thursday,7/18/2024,118,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,TRÄUM WEITER!,Red Black Ombre,Black,Black Sparkles,Purple Waves,,Purple Sparkles,Red & Black,Snake,Green,,2:36,Eggplant,Wood Grain,,Purple,Purple,Purple,Purple,Matching Set,Purple Metallic,I Love You,Sparkly Black,Black & Silver,TTPD,White,Black,Silver-Black Trim,Silver,Purple Fur,Pink,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,Speak Now,Speak Now,Fearless,Hey Stephen,,,No,Gold,folklore,this is me trying,Midnights,Labyrinth,,
118,Europe Leg,3,Gelsenkirchen,Friday,7/19/2024,119,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Never Ever,Red & Black,Red/Black 2.0,ZIEH LEINE!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Yellow,,2:41,Eggplant,Wood Grain,,Blue,Pink,Blue,Pink,"Top-Left, Skirt-Right",Blue Ombre,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Purple Fur,Purple,Swirls,Magenta,Navy Sparkles,Pink,Yes,Maroon,Lover,Paper Rings,Red,Stay Stay Stay,,,No,Gold,evermore,it's time to go,Red,Better Man,,
119,Europe Leg,1,Hamburg,Tuesday,7/23/2024,120,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,IM LEBEN NICHT!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Berry,,2:36,Eggplant,Wood Grain,,Yellow,Pink,Pink,Yellow,"Skirt-Left, Top-Right",Yellow Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,White-Silver,Silver-Black Trim,White,Purple Fur,Blue,Cutout,Multicolor,Navy Sparkles,Orange,Yes,Maroon,Debut,Teardrops on My Guitar,Red,The Last Time,,,Yes,Gold,Fearless,We Were Happy,evermore,happiness,,
120,Europe Leg,2,Hamburg,Wednesday,7/24/2024,121,No,No,N/A,,Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,AUF GAR KEINEN FALL!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Green,,3:10,Eggplant,Wood Grain,,Purple,Blue,Blue,Purple,"Skirt-Left, Top-Right",Blue Ombre,Who's Afraid?,Black,Black & Silver,TTPD,White,Black,Gold-Black Trim,Gold,Purple Fur,Orchid,Chevron,Magenta,Navy Sparkles,New Blue,Yes,Maroon,folklore,the last great american dynasty,Red,Run,,,No,Gold,Red,Nothing New,Midnights,Dear Reader,,
121,Europe Leg,1,Munich,Saturday,7/27/2024,122,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,VERPISS DICH!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Green,,3:13,Eggplant,Wood Grain,,Blue,Orange,Orange,Blue,"Skirt-Left, Top-Right",Blue Ombre,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Blue,Chevron,Magenta,Navy Sparkles,Pink,Yes,Maroon,TTPD,Fresh Out The Slammer,1989,You Are in Love,,,No,Gold,evermore,ivy,reputation,Call It What You Want,,
122,Europe Leg,2,Munich,Sunday,7/28/2024,123,No,No,N/A,"TN livestreamed during Paramore, 15:13 long",Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,VERGISS ES!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Berry,,3:37,Eggplant,Wood Grain,,Purple,Yellow,Purple,Yellow,"Top-Left, Skirt-Right",Yellow Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,White-Silver,Silver-Black Trim,White,Purple Fur,Silver,Cutout,Blue,Navy Sparkles,Orange,Yes,Maroon,Non-Album,I Don't Wanna Live Forever,TTPD,imgonnagetyouback,,,No,Gold,TTPD,loml,Fearless,Don't You,,
123,Europe Leg,1,Warsaw,Thursday,8/1/2024,124,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,NIGDY PRZENIGDY!,Red Black Ombre,Black,Black Sparkles,Purple Waves,,Purple Metallic,Red & Black,Snake,Cream,,3:02,Eggplant,Wood Grain,,Yellow,Pink,Yellow,Pink,"Top-Left, Skirt-Right",Yellow Ombre,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Purple Fur,Pink,Chevron,Blue,Navy Sparkles,New Blue,Yes,Maroon,folklore,mirrorball,TTPD,Clara Bow,,,No,Gold,1989,Suburban Legends,reputation,New Year's Day,,
124,Europe Leg,2,Warsaw,Friday,8/2/2024,125,No,No,N/A,,All Pink,Hot Pink,Pink & Orange,Pink Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,ŻARTUJESZ!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Green,,2:37,Eggplant,Wood Grain,,Green,Blue,Green,Blue,"Top-Left, Skirt-Right",Green Ombre,I Love You,Black,Black & Gold,TTPD,White,Black,Gold-Black Trim,Gold,Purple Fur,Iridescent,Cutout,Multicolor,Navy Sparkles,Orange,Yes,Maroon,TTPD,I Can Fix Him (No Really I Can),Speak Now,I Can See You,,,No,Gold,Red,Red,Midnights,Maroon,,
125,Europe Leg,3,Warsaw,Saturday,8/3/2024,126,No,No,N/A,,Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,CHYBA ŚNISZ!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Yellow,,2:33,Eggplant,Wood Grain,,Pink,Purple,Purple,Pink,"Skirt-Left, Top-Right",Purple Metallic,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Purple,Chevron,Magenta,Navy Sparkles,Pink,Yes,Maroon,Fearless,Today Was a Fairytale,Lover,I Think He Knows,,,No,Gold,TTPD,The Black Dog,folklore,exile,,
126,Europe Leg,1,Vienna,Thursday,8/8/2024,127,,,,"Vienna shows canceled due to terrorist threats. Vienna swifties, my heart goes out to you!! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Europe Leg,2,Vienna,Friday,8/9/2024,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Europe Leg,3,Vienna,Saturday,8/10/2024,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Europe Leg,1,London,Thursday,8/15/2024,127,Yes,No,N/A,"Special Guest Ed Sheeran to sing Everything Has Changed, End Game, and Thinking Out Loud.",Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Long Silver,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,ARE YOU MAD,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Metallic,Red & Black,Snake,Green,,2:52,Eggplant,Wood Grain,,Green,Pink,Green,Pink,"Top-Left, Skirt-Right",Green Ombre,Who's Afraid?,Black,Black & Gold,TTPD,White,Black,Gold-Black Trim,Gold,Purple Fur,Blue,Chevron,Magenta,Navy Sparkles,New Blue,Yes,Maroon,Red,Everything Has Changed,Reputation,End Game,Non-Album,Thinking Out Loud,No,Gold,reputation,King of My Heart,TTPD,The Alchemy,,
130,Europe Leg,2,London,Friday,8/16/2024,128,No,No,,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Long Gold,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,WHAT A KNOBHEAD,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Red & Black,Snake,Cream,,3:41,Eggplant,Wood Grain,,Yellow,Blue,Yellow,Blue,"Top-Left, Skirt-Right",Yellow Ombre,I Love You,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,Silver Rhinestone,Purple Fur,Silver,Moonstone,Blue,Navy Sparkles,Pink,Yes,Maroon,Lover,London Boy,,,,,No,Gold,Speak Now,Dear John,Red,Sad Beautiful Tragic,,
131,Europe Leg,3,London,Saturday,8/17/2024,129,No,No,,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,Trouble,Red & Black,Red/Black 2.0,NAH BRUV,Red Black Ombre,Black,Black Sparkles,Blue,,Purple Sparkles,Red & Black,Snake,Yellow,,3:37,Eggplant,Wood Grain,,Orange,Purple,Purple,Orange,"Skirt-Left, Top-Right",Pink & Orange,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Graphite,Graphite-Black Trim,Silver,Purple Fur,Orchid,Chevron,Multicolor,Navy Sparkles,Orange,Yes,,reputation,I Did Something Bad,,,,,No,,TTPD,My Boy Only Breaks His Favorite Toys,evermore,coney island,,
132,Europe Leg,4,London,Monday,8/19/2024,130,No,No,N/A,"Evermore piano issues. Taylor said after 6 mins in the rain, she declares it a rain show. Also the 10th YOYOK",All Pink,Hot Pink,Pink & Orange,Pink Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,ARE YOU HAVING A LAUGH,Red Black Ombre,Black,Black Sparkles,Purple Waves,,Purple Metallic,Red & Black,Snake,Blue,,2:58,Eggplant,Wood Grain,,Blue,Orange,Orange,Blue,"Skirt-Left, Top-Right",Blue Ombre,I Love You,Sparkly Black,Black & Silver,TTPD,White,Black,Silver-Black Trim,White,Purple Fur,Pink,Moonstone,Magenta,Navy Sparkles,Pink,Yes,,Speak Now,Long Live,Fearless,Change,,,No,,Lover,The Archer,Midnights,"You're On Your Own, Kid",,
133,Europe Leg,5,London,Tuesday,8/20/2024,131,Yes,Yes,N/A,"""Florida!!!"" feat. Florence Welch played after So High School. Guitar song with Jack Antonoff. ICDIWABH MV announced!",Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,GET OUT OF MY PUB!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Red & Black,Snake,Berry,,3:48,Eggplant,Wood Grain,,Pink,Yellow,Pink,Yellow,"Top-Left, Skirt-Right",Yellow Ombre,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,Silver Rhinestone,Purple Fur,Purple,Chevron,Blue,Navy Sparkles,Orange,Yes,,Lover,Death by a Thousand Cuts,reputation,Getaway Car,,,Yes,,TTPD,"So Long, London",,,,
134,North America Leg 2,1,"Miami, FL",Friday,10/18/2024,132,Yes,Yes,N/A,"""Florida!!!"" feat. Florence Welch played after So High School. New lover necklace, fearless bodysuit, rep bodysuit, surprise song dress, and midnights shirt.",Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Blue & Silver,Sparkly 13,Blurple Sparkles,A Lot Going On,Red & Black,Red/Black 2.0,PERO LIKE NEVER!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Gold & Black,Snake,Berry,,2:39,Eggplant,Wood Grain,,Orange,Green,Orange,Green,"Top-Left, Skirt-Right",Green Ombre,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,Silver Rhinestone,Lavender Fur,Purple Sequin,Moonstone,Magenta,Navy Sparkles,Betta Fish,Yes,,Debut,Tim McGraw,Speak Now,Timeless,,,No,,folklore,this is me trying,Lover,Daylight,,
135,North America Leg 2,2,"Miami, FL",Saturday,10/19/2024,133,Yes,No,N/A,New Speak Now gown and Acoustic set dress.,Blue & Gold,Black Jacket,Blurple Sparkles,Blue Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,Taylor's Version,Red & Black,Red/Black 2.0,LITERALLY NEVER!,Red Black Ombre,Black,Black Sparkles,Teal Sparkles,,Purple Sparkles,Gold & Black,Snake,Green,,3:21,Eggplant,Wood Grain,,Yellow,Pink,Yellow,Pink,"Top-Left, Skirt-Right",Yellow Ombre,Who's Afraid?,Sparkly Black,Black & Gold,TTPD,White,Black,Gold-Black Trim,Gold,Lavender Fur,Blue/Silver Sequin,Chevron,Blue,Navy Sparkles,Blurple,Yes,,Debut,Should've Said No,reputation,I Did Something Bad,,,No,,TTPD,loml,Fearless,White Horse,,
136,North America Leg 2,3,"Miami, FL",Sunday,10/20/2024,134,Yes,No,N/A,One backing vocalist was sick. New suprise song dress.,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,"Irregardless, NO!",Red Black Ombre,Black,Black Sparkles,Purple,,Purple Sparkles,Gold & Black,Snake,Yellow,,2:46,Eggplant,Wood Grain,,Blue,Purple,Purple,Blue,"Top-Left, Skirt-Right",Purple Metallic,Who's Afraid?,White,Black & Silver,TTPD,White,White-Silver,Silver-Black Trim,Silver Rhinestone,Lavender Fur,Orchid,Moonstone,Multicolor,Navy Sparkles,Sunrise Blvd,Yes,,1989,Out of the Woods,1989,All You Had to Do Was Stay,,,No,,folklore,mirrorball,TTPD,Guilty as Sin?,,
137,North America Leg 2,1,"New Orleans, LA",Friday,10/25/2024,135,No,No,N/A,New acoustic set dress,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Short Fringe,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,OH NO BABY!,Red Black Ombre,Black,Black Sparkles,Purple Waves,,Purple Metallic,Gold & Black,Snake,Yellow,,3:17,Eggplant,Wood Grain,,Purple,Yellow,Green,Green,Not Matching,Yellow Ombre,I Love You,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Lavender Fur,Blue/Silver Sequin,Chevron,Multicolor,Navy Sparkles,Rocketpop,Yes,,Debut,Our Song,reputation,Call It What You Want,,,No,,TTPD,The Black Dog,Speak Now,Haunted,,
138,North America Leg 2,2,"New Orleans, LA",Saturday,10/26/2024,136,Yes,No,N/A,"Taylor called Sabrina Carpenter on stage, Sabrina joins Taylor to sing Espresso x IION? x Please Please Please.",All Pink,Hot Pink,Pink & Orange,Pink Guitar,Pastel,Blue & Silver,Sparkly 13,Blurple Sparkles,Trouble,Red & Black,Red/Black 2.0,UH UH AIN'T GONNA HAPPEN.,Red Black Ombre,Black,Black Sparkles,Teal Sparkles,,Purple Sparkles,Gold & Black,Snake,Berry,,2:38,Eggplant,Wood Grain,,Yellow,Yellow,Yellow,Yellow,Matching Set,Yellow Ombre,Who's Afraid?,Sparkly Black,Black & Gold,TTPD,White,Gold & Black,Gold-Black Trim,Gold,Lavender Fur,Purple Sequin,Moonstone,Magenta,Navy Sparkles,Orange,Yes,,Non-Album,Espresso,1989,Is It Over Now?,Non-Album,Please Please Please,No,,Midnights,Hits Different,1989,Welcome to New York,,
139,North America Leg 2,3,"New Orleans, LA",Sunday,10/27/2024,137,No,No,N/A,,Purple Tassles,Indigo Jacket,Blurple Sparkles,Purple Guitar,Pastel,Long Silver,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,SHE SAID WHAT SHE SAID!,Red Black Ombre,Black,Black Sparkles,Champagne,,Purple Sparkles,Gold & Black,Snake,Green,,3:47,Eggplant,Wood Grain,,Blue,Purple,Pink,Pink,Not Matching,Purple Metallic,I Love You,Sparkly Black,Black & Silver,TTPD,White,Black,Graphite-Black Trim,Silver Rhinestone,Lavender Fur,Orchid,Cutout,Blue,Navy Sparkles,Blurple,Yes,,Lover,Afterglow,Reputation,Dress,,,No,,1989,How You Get The Girl,1989,Clean,,
140,North America Leg 2,1,"Indianapolis, IN",Friday,11/1/2024,138,No,No,N/A,,Blue & Gold,Black Jacket,Blue & Gold,Blue Guitar,Pastel,Gold/Black Tiger,Sparkly 13,Gold & Black,I Bet You Think,Red & Black,Red/Black 2.0,NO YEA NO!,Red Black Ombre,Black,Black Sparkles,Purple,,Purple Sparkles,Gold & Black,Snake,Berry,,3:38,Eggplant,Wood Grain,,Pink,Pink,Pink,Pink,Matching Set,Pink & Orange,Who's Afraid?,Sparkly White,Pearl,TTPD,White,White-Silver,White-Silver Trim,White,Lavender Fur,Silver,Chevron,Blue,Navy Sparkles,Betta Fish,Yes,,TTPD,The Albatross,Red,Holy Ground,,,No,,Debut,Cold As You,folklore,exile,,
141,North America Leg 2,2,"Indianapolis, IN",Saturday,11/2/2024,139,No,No,N/A,,Pink & Orange,Orange,Pink & Orange,Pink Guitar,Pastel,Blue & Silver,Sparkly 13,Gold & Black,Ew,Red & Black,Red/Black 2.0,OPE NO!,Red Black Ombre,Black,Black Sparkles,Teal Sparkles,,Purple Sparkles,Gold & Black,Snake,Green,,3:13,Eggplant,Wood Grain,,Yellow,Orange,Yellow,Orange,Not Matching,Yellow Ombre,I Love You,Sparkly Black,Black & Gold,TTPD,White,Gold & Black,Gold-Black Trim,Gold,Lavender Fur,Orchid,Moonstone,Magenta,Navy Sparkles,Rocketpop,Yes,,TTPD,The Prophecy,1989,This Love,,,No,,Midnights,Maroon,evermore,cowboy like me,,
142,North America Leg 2,3,"Indianapolis, IN",Sunday,11/3/2024,140,No,No,N/A,,Pink & Blue,Silver Jacket,Blurple Sparkles,Pink Guitar,Pastel,Silver/Black/Gold,Sparkly 13,Gold & Black,A Lot Going On,Red & Black,Red/Black 2.0,SCRAM!!!,Red Black Ombre,Black,Black Sparkles,Swirls,,Purple Sparkles,Gold & Black,Snake,Yellow,,3:53,Eggplant,Wood Grain,,Purple,Purple,Purple,Purple,Matching Set,,Who's Afraid?,Sparkly Black,Black & Silver,TTPD,White,Black,Silver-Black Trim,Silver,Lavender Fur,Purple Sequin,Cutout,Multicolor,Navy Sparkles,Sunrise Blvd,Yes,,Lover,Cornelia Street,TTPD,The Bolter,,,No,,Lover,Death by a Thousand Cuts,Midnights,The Great War,,
143,North America Leg 2,1,Toronto,Thursday,11/14/2024,141,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,North America Leg 2,2,Toronto,Friday,11/15/2024,142,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,North America Leg 2,3,Toronto,Saturday,11/16/2024,143,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,North America Leg 2,4,Toronto,Thursday,11/21/2024,144,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,North America Leg 2,5,Toronto,Friday,11/22/2024,145,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,North America Leg 2,6,Toronto,Saturday,11/23/2024,149,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,North America Leg 2,1,Vancouver,Friday,12/6/2024,147,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,North America Leg 2,2,Vancouver,Saturday,12/7/2024,148,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,North America Leg 2,3,Vancouver,Sunday,12/8/2024,149,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
